user_id,artist_id,timestamp,compatibility_score
U0014,A0011,2026-04-12T22:51:08.467618,8
U0014,A0029,2026-03-07T22:51:08.467621,7
U0014,A0068,2026-04-19T22:51:08.467624,7
U0014,A0036,2026-03-03T22:51:08.467627,7
U0014,A0081,2026-02-08T22:51:08.467629,7
U0015,A0013,2026-04-24T22:51:08.468074,8
U0015,A0068,2026-02-22T22:51:08.468083,7
U0015,A0040,2026-04-01T22:51:08.468086,7
U0015,A0057,2026-03-31T22:51:08.468088,7
U0015,A0001,2026-03-16T22:51:08.468091,7
U0015,A0086,2026-02-09T22:51:08.468093,7
U0015,A0050,2026-04-13T22:51:08.468095,6
U0015,A0018,2026-03-13T22:51:08.468098,7
U0015,A0029,2026-03-06T22:51:08.468100,7
U0015,A0084,2026-04-23T22:51:08.468102,5
U0015,A0076,2026-04-01T22:51:08.468105,5
U0015,A0055,2026-02-06T22:51:08.468107,5
U0015,A0082,2026-03-10T22:51:08.468109,5
U0015,A0008,2026-02-04T22:51:08.468112,5
U0015,A0095,2026-04-15T22:51:08.468114,5
U0015,A0044,2026-02-24T22:51:08.468117,5
U0015,A0059,2026-04-07T22:51:08.468119,5
U0015,A0048,2026-04-24T22:51:08.468121,5
U0015,A0033,2026-02-12T22:51:08.468123,5
U0015,A0038,2026-03-30T22:51:08.468126,6
U0015,A0080,2026-02-11T22:51:08.468128,5
U0015,A0002,2026-02-03T22:51:08.468130,4
U0015,A0009,2026-02-10T22:51:08.468133,4
U0015,A0070,2026-04-09T22:51:08.468135,5
U0015,A0073,2026-03-17T22:51:08.468137,4
U0015,A0085,2026-02-20T22:51:08.468140,5
U0016,A0094,2026-03-23T22:51:08.468674,6
U0016,A0009,2026-03-13T22:51:08.468678,5
U0016,A0003,2026-02-28T22:51:08.468680,5
U0016,A0099,2026-03-15T22:51:08.468683,5
U0016,A0035,2026-04-17T22:51:08.468686,5
U0016,A0060,2026-04-19T22:51:08.468688,5
U0016,A0019,2026-04-20T22:51:08.468690,5
U0016,A0020,2026-05-01T22:51:08.468693,5
U0016,A0089,2026-04-17T22:51:08.468695,4
U0016,A0031,2026-04-14T22:51:08.468697,5
U0016,A0000,2026-03-20T22:51:08.468705,5
U0016,A0071,2026-02-28T22:51:08.468708,5
U0016,A0090,2026-05-02T22:51:08.468710,5
U0016,A0002,2026-02-05T22:51:08.468713,3
U0016,A0052,2026-04-03T22:51:08.468715,3
U0016,A0004,2026-04-27T22:51:08.468717,3
U0016,A0062,2026-02-06T22:51:08.468720,4
U0016,A0072,2026-03-21T22:51:08.468722,3
U0016,A0098,2026-03-10T22:51:08.468725,3
U0016,A0028,2026-02-16T22:51:08.468727,3
U0016,A0034,2026-05-02T22:51:08.468729,3
U0017,A0018,2026-02-15T22:51:08.469351,7
U0017,A0001,2026-02-22T22:51:08.469367,7
U0017,A0068,2026-04-07T22:51:08.469370,7
U0017,A0040,2026-03-08T22:51:08.469373,7
U0017,A0055,2026-04-05T22:51:08.469375,6
U0017,A0042,2026-03-23T22:51:08.469378,6
U0017,A0007,2026-03-30T22:51:08.469380,6
U0018,A0062,2026-03-31T22:51:08.469960,7
U0018,A0098,2026-02-19T22:51:08.469968,7
U0018,A0052,2026-02-28T22:51:08.469971,7
U0018,A0009,2026-03-25T22:51:08.469974,7
U0018,A0063,2026-04-04T22:51:08.469976,7
U0018,A0099,2026-03-10T22:51:08.469984,7
U0018,A0031,2026-04-13T22:51:08.469987,7
U0019,A0055,2026-02-15T22:51:08.470400,7
U0019,A0040,2026-03-02T22:51:08.470404,7
U0019,A0084,2026-04-06T22:51:08.470406,7
U0019,A0001,2026-02-03T22:51:08.470411,7
U0020,A0093,2026-05-02T22:51:08.470834,7
U0020,A0006,2026-02-12T22:51:08.470838,7
U0020,A0038,2026-02-17T22:51:08.470840,7
U0020,A0067,2026-04-14T22:51:08.470843,8
U0020,A0044,2026-04-30T22:51:08.470845,7
U0021,A0068,2026-04-16T22:51:08.471285,8
U0021,A0001,2026-02-18T22:51:08.471294,8
U0021,A0038,2026-03-06T22:51:08.471298,7
U0021,A0086,2026-04-18T22:51:08.471301,7
U0021,A0084,2026-04-17T22:51:08.471304,7
U0022,A0063,2026-03-16T22:51:08.471713,8
U0022,A0088,2026-02-11T22:51:08.471717,8
U0022,A0092,2026-04-20T22:51:08.471719,7
U0022,A0051,2026-03-29T22:51:08.471722,7
U0022,A0047,2026-02-12T22:51:08.471724,7
U0022,A0005,2026-02-06T22:51:08.471727,7
U0022,A0052,2026-02-23T22:51:08.471729,7
U0022,A0083,2026-03-07T22:51:08.471732,7
U0022,A0078,2026-02-25T22:51:08.471735,7
U0022,A0060,2026-04-11T22:51:08.471737,8
U0022,A0070,2026-03-31T22:51:08.471739,7
U0023,A0018,2026-02-28T22:51:08.472173,6
U0024,A0011,2026-02-03T22:51:08.472551,8
U0024,A0045,2026-03-10T22:51:08.472555,8
U0024,A0088,2026-02-22T22:51:08.472558,7
U0024,A0049,2026-04-16T22:51:08.472560,7
U0024,A0057,2026-04-19T22:51:08.472563,7
U0024,A0076,2026-03-08T22:51:08.472565,7
U0024,A0086,2026-04-18T22:51:08.472567,7
U0024,A0030,2026-02-14T22:51:08.472570,8
U0024,A0036,2026-03-17T22:51:08.472573,7
U0024,A0017,2026-03-19T22:51:08.472575,7
U0024,A0022,2026-04-09T22:51:08.472577,7
U0024,A0007,2026-03-21T22:51:08.472580,7
U0024,A0073,2026-03-09T22:51:08.472582,8
U0024,A0013,2026-04-26T22:51:08.472584,7
U0024,A0079,2026-04-03T22:51:08.472587,7
U0024,A0053,2026-04-04T22:51:08.472589,7
U0025,A0052,2026-04-02T22:51:08.473059,7
U0025,A0063,2026-03-18T22:51:08.473063,6
U0025,A0098,2026-04-04T22:51:08.473066,7
U0025,A0019,2026-03-06T22:51:08.473068,7
U0025,A0094,2026-03-24T22:51:08.473070,6
U0025,A0058,2026-04-19T22:51:08.473073,5
U0025,A0009,2026-02-04T22:51:08.473075,5
U0026,A0052,2026-02-26T22:51:08.473455,5
U0026,A0002,2026-03-24T22:51:08.473458,5
U0026,A0062,2026-04-09T22:51:08.473461,5
U0026,A0099,2026-02-21T22:51:08.473463,5
U0026,A0070,2026-02-08T22:51:08.473466,5
U0027,A0053,2026-04-04T22:51:08.473869,8
U0027,A0008,2026-04-26T22:51:08.473873,8
U0027,A0025,2026-03-01T22:51:08.473876,7
U0027,A0009,2026-04-01T22:51:08.473879,7
U0028,A0052,2026-05-02T22:51:08.474294,5
U0028,A0051,2026-02-07T22:51:08.474297,5
U0028,A0094,2026-03-13T22:51:08.474300,5
U0028,A0099,2026-03-11T22:51:08.474302,6
U0028,A0003,2026-02-07T22:51:08.474305,5
U0028,A0010,2026-02-07T22:51:08.474307,5
U0028,A0070,2026-04-26T22:51:08.474310,5
U0028,A0098,2026-04-25T22:51:08.474312,5
U0029,A0099,2026-03-14T22:51:08.474717,9
U0029,A0019,2026-04-24T22:51:08.474720,8
U0029,A0091,2026-02-10T22:51:08.474722,7
U0029,A0030,2026-04-04T22:51:08.474725,7
U0029,A0078,2026-04-16T22:51:08.474732,7
U0030,A0012,2026-02-18T22:51:08.475118,8
U0030,A0021,2026-04-12T22:51:08.475121,7
U0030,A0069,2026-02-13T22:51:08.475123,7
U0031,A0008,2026-04-14T22:51:08.475505,8
U0031,A0022,2026-02-17T22:51:08.475508,7
U0031,A0014,2026-02-28T22:51:08.475510,7
U0031,A0053,2026-03-24T22:51:08.475513,7
U0031,A0027,2026-02-26T22:51:08.475515,7
U0031,A0046,2026-03-17T22:51:08.475517,8
U0032,A0070,2026-04-14T22:51:08.475936,8
U0032,A0098,2026-04-14T22:51:08.475939,7
U0032,A0062,2026-02-17T22:51:08.475941,9
U0033,A0021,2026-04-07T22:51:08.476330,7
U0033,A0010,2026-02-08T22:51:08.476333,7
U0033,A0041,2026-03-27T22:51:08.476337,7
U0033,A0042,2026-03-17T22:51:08.476340,7
U0033,A0006,2026-02-13T22:51:08.476343,7
U0033,A0085,2026-03-11T22:51:08.476346,7
U0033,A0005,2026-04-13T22:51:08.476348,7
U0033,A0069,2026-03-11T22:51:08.476351,7
U0033,A0044,2026-04-11T22:51:08.476353,7
U0033,A0047,2026-04-11T22:51:08.476355,7
U0033,A0043,2026-02-26T22:51:08.476358,7
U0033,A0038,2026-04-14T22:51:08.476360,7
U0033,A0065,2026-02-07T22:51:08.476362,7
U0033,A0059,2026-04-10T22:51:08.476365,6
U0034,A0029,2026-04-01T22:51:08.476811,8
U0034,A0086,2026-04-19T22:51:08.476814,8
U0035,A0082,2026-02-04T22:51:08.477208,8
U0035,A0077,2026-04-16T22:51:08.477211,7
U0035,A0022,2026-03-23T22:51:08.477213,7
U0035,A0072,2026-02-03T22:51:08.477216,7
U0035,A0050,2026-04-02T22:51:08.477219,7
U0035,A0018,2026-02-24T22:51:08.477221,7
U0036,A0084,2026-03-24T22:51:08.477637,7
U0036,A0052,2026-04-24T22:51:08.477640,7
U0036,A0094,2026-04-07T22:51:08.477643,7
U0036,A0055,2026-03-01T22:51:08.477645,7
U0036,A0018,2026-04-07T22:51:08.477648,7
U0037,A0044,2026-02-08T22:51:08.478027,7
U0037,A0095,2026-02-13T22:51:08.478030,8
U0037,A0038,2026-03-18T22:51:08.478033,7
U0037,A0085,2026-03-05T22:51:08.478035,7
U0037,A0006,2026-02-22T22:51:08.478038,7
U0037,A0018,2026-03-12T22:51:08.478040,5
U0038,A0051,2026-02-19T22:51:08.478437,7
U0038,A0087,2026-04-03T22:51:08.478439,7
U0039,A0069,2026-02-19T22:51:08.478829,8
U0039,A0041,2026-04-04T22:51:08.478832,8
U0039,A0018,2026-02-17T22:51:08.478835,8
U0039,A0005,2026-02-14T22:51:08.478837,7
U0040,A0078,2026-02-13T22:51:08.479259,7
U0040,A0097,2026-04-27T22:51:08.479262,7
U0040,A0061,2026-05-02T22:51:08.479264,8
U0040,A0091,2026-03-29T22:51:08.479267,7
U0040,A0016,2026-05-03T22:51:08.479269,7
U0040,A0007,2026-03-26T22:51:08.479272,8
U0040,A0030,2026-03-08T22:51:08.479276,7
U0040,A0054,2026-03-16T22:51:08.479279,7
U0040,A0079,2026-02-20T22:51:08.479281,7
U0040,A0026,2026-04-13T22:51:08.479284,6
U0040,A0094,2026-04-21T22:51:08.479286,5
U0041,A0078,2026-03-02T22:51:08.479709,8
U0041,A0017,2026-04-30T22:51:08.479712,8
U0041,A0097,2026-03-16T22:51:08.479714,8
U0041,A0027,2026-04-29T22:51:08.479717,7
U0042,A0094,2026-03-27T22:51:08.480124,7
U0042,A0052,2026-02-11T22:51:08.480127,7
U0042,A0098,2026-04-02T22:51:08.480130,7
U0042,A0019,2026-04-07T22:51:08.480132,7
U0042,A0007,2026-02-16T22:51:08.480135,5
U0042,A0028,2026-02-11T22:51:08.480137,5
U0042,A0031,2026-03-21T22:51:08.480139,5
U0042,A0000,2026-04-10T22:51:08.480142,5
U0042,A0003,2026-02-10T22:51:08.480144,5
U0042,A0054,2026-03-01T22:51:08.480147,5
U0042,A0058,2026-03-17T22:51:08.480149,5
U0043,A0009,2026-04-16T22:51:08.480572,8
U0043,A0052,2026-05-03T22:51:08.480575,8
U0043,A0099,2026-03-28T22:51:08.480577,7
U0043,A0025,2026-03-06T22:51:08.480580,7
U0044,A0040,2026-04-26T22:51:08.480981,8
U0044,A0018,2026-03-09T22:51:08.480985,7
U0044,A0099,2026-03-13T22:51:08.480987,7
U0045,A0099,2026-04-06T22:51:08.481405,7
U0045,A0086,2026-02-24T22:51:08.481408,7
U0045,A0020,2026-02-08T22:51:08.481410,7
U0046,A0098,2026-02-05T22:51:08.481810,8
U0046,A0019,2026-02-27T22:51:08.481813,7
U0046,A0068,2026-04-03T22:51:08.481818,7
U0046,A0040,2026-03-12T22:51:08.481821,8
U0047,A0069,2026-03-02T22:51:08.482225,7
U0047,A0010,2026-04-06T22:51:08.482231,7
U0047,A0005,2026-03-12T22:51:08.482233,7
U0047,A0012,2026-03-22T22:51:08.482236,7
U0047,A0092,2026-04-21T22:51:08.482238,7
U0047,A0043,2026-04-22T22:51:08.482241,8
U0047,A0047,2026-02-28T22:51:08.482243,8
U0048,A0051,2026-03-13T22:51:08.482663,8
U0048,A0067,2026-03-16T22:51:08.482666,8
U0048,A0087,2026-02-20T22:51:08.482668,7
U0048,A0093,2026-04-18T22:51:08.482670,7
U0048,A0083,2026-04-03T22:51:08.482673,7
U0049,A0018,2026-03-12T22:51:08.483058,7
U0049,A0001,2026-02-22T22:51:08.483060,7
U0049,A0040,2026-02-25T22:51:08.483063,7
U0049,A0095,2026-05-02T22:51:08.483066,6
U0049,A0068,2026-05-02T22:51:08.483068,7
U0049,A0084,2026-04-10T22:51:08.483070,5
U0050,A0072,2026-04-15T22:51:08.483468,8
U0050,A0045,2026-03-09T22:51:08.483471,7
U0050,A0049,2026-03-13T22:51:08.483478,7
U0050,A0073,2026-02-20T22:51:08.483481,7
U0050,A0053,2026-02-21T22:51:08.483483,7
U0051,A0091,2026-04-12T22:51:08.483882,8
U0051,A0078,2026-02-18T22:51:08.483885,7
U0051,A0054,2026-03-23T22:51:08.483888,7
U0051,A0068,2026-04-27T22:51:08.483890,7
U0051,A0079,2026-04-15T22:51:08.483892,7
U0051,A0001,2026-03-14T22:51:08.483895,7
U0051,A0086,2026-03-27T22:51:08.483897,7
U0051,A0011,2026-02-27T22:51:08.483899,7
U0051,A0076,2026-04-28T22:51:08.483902,8
U0051,A0040,2026-04-21T22:51:08.483907,8
U0051,A0050,2026-03-09T22:51:08.483910,7
U0051,A0061,2026-03-29T22:51:08.483912,7
U0051,A0017,2026-03-28T22:51:08.483914,7
U0051,A0055,2026-04-27T22:51:08.483917,7
U0051,A0012,2026-04-03T22:51:08.483919,6
U0051,A0029,2026-03-07T22:51:08.483921,7
U0051,A0057,2026-04-07T22:51:08.483924,8
U0051,A0016,2026-02-05T22:51:08.483926,8
U0051,A0097,2026-04-01T22:51:08.483928,7
U0051,A0033,2026-04-20T22:51:08.483930,7
U0051,A0084,2026-03-14T22:51:08.483933,7
U0051,A0007,2026-03-04T22:51:08.483935,7
U0051,A0082,2026-02-24T22:51:08.483938,7
U0052,A0000,2026-02-04T22:51:08.484415,8
U0053,A0045,2026-04-20T22:51:08.484784,8
U0053,A0098,2026-04-16T22:51:08.484787,8
U0053,A0009,2026-04-09T22:51:08.484790,8
U0053,A0031,2026-04-25T22:51:08.484792,8
U0053,A0019,2026-04-17T22:51:08.484795,8
U0053,A0024,2026-04-08T22:51:08.484797,7
U0053,A0002,2026-02-15T22:51:08.484799,7
U0053,A0058,2026-04-15T22:51:08.484801,7
U0053,A0003,2026-02-10T22:51:08.484804,7
U0053,A0088,2026-05-03T22:51:08.484806,7
U0054,A0049,2026-04-06T22:51:08.485434,9
U0054,A0053,2026-04-29T22:51:08.485456,8
U0054,A0027,2026-03-27T22:51:08.485476,8
U0054,A0077,2026-02-19T22:51:08.485482,8
U0054,A0088,2026-04-09T22:51:08.485497,8
U0055,A0098,2026-03-10T22:51:08.486050,7
U0055,A0052,2026-02-16T22:51:08.486055,8
U0055,A0019,2026-04-01T22:51:08.486061,7
U0055,A0002,2026-03-01T22:51:08.486064,5
U0055,A0025,2026-04-30T22:51:08.486066,5
U0055,A0003,2026-04-07T22:51:08.486069,5
U0055,A0099,2026-04-18T22:51:08.486071,5
U0056,A0055,2026-02-17T22:51:08.486480,7
U0056,A0068,2026-03-30T22:51:08.486484,7
U0057,A0048,2026-04-02T22:51:08.486848,5
U0057,A0038,2026-02-03T22:51:08.486851,5
U0057,A0095,2026-02-18T22:51:08.486854,5
U0057,A0037,2026-03-14T22:51:08.486857,5
U0057,A0044,2026-02-03T22:51:08.486859,5
U0057,A0006,2026-02-13T22:51:08.486861,5
U0057,A0085,2026-02-22T22:51:08.486864,5
U0057,A0050,2026-03-08T22:51:08.486866,3
U0058,A0085,2026-02-09T22:51:08.487311,7
U0059,A0074,2026-03-27T22:51:08.487704,8
U0059,A0030,2026-04-09T22:51:08.487707,7
U0059,A0023,2026-03-17T22:51:08.487710,7
U0059,A0017,2026-03-15T22:51:08.487712,7
U0059,A0073,2026-04-22T22:51:08.487714,7
U0059,A0049,2026-03-28T22:51:08.487717,7
U0059,A0007,2026-04-26T22:51:08.487719,7
U0060,A0098,2026-02-20T22:51:08.488166,8
U0061,A0098,2026-02-23T22:51:08.488554,8
U0061,A0019,2026-03-19T22:51:08.488557,7
U0061,A0052,2026-03-20T22:51:08.488559,7
U0061,A0068,2026-04-02T22:51:08.488562,5
U0061,A0009,2026-03-17T22:51:08.488564,5
U0061,A0025,2026-02-05T22:51:08.488592,5
U0061,A0060,2026-02-20T22:51:08.488595,5
U0061,A0070,2026-03-21T22:51:08.488598,5
U0061,A0062,2026-04-15T22:51:08.488600,5
U0061,A0063,2026-04-28T22:51:08.488602,5
U0061,A0002,2026-03-18T22:51:08.488605,5
U0062,A0097,2026-03-11T22:51:08.489050,8
U0062,A0070,2026-03-18T22:51:08.489053,8
U0063,A0024,2026-04-22T22:51:08.489454,8
U0063,A0027,2026-03-21T22:51:08.489457,8
U0064,A0010,2026-02-26T22:51:08.489831,8
U0064,A0041,2026-02-15T22:51:08.489834,7
U0064,A0012,2026-02-15T22:51:08.489836,7
U0064,A0047,2026-04-11T22:51:08.489839,7
U0064,A0021,2026-05-03T22:51:08.489841,7
U0064,A0065,2026-03-28T22:51:08.489843,7
U0064,A0005,2026-03-18T22:51:08.489846,7
U0064,A0069,2026-03-04T22:51:08.489848,7
U0064,A0092,2026-02-04T22:51:08.489850,7
U0064,A0028,2026-02-04T22:51:08.489853,7
U0065,A0051,2026-04-29T22:51:08.490238,6
U0065,A0067,2026-02-20T22:51:08.490241,6
U0065,A0062,2026-02-26T22:51:08.490243,6
U0065,A0003,2026-03-04T22:51:08.490246,6
U0066,A0019,2026-04-25T22:51:08.490635,7
U0066,A0052,2026-04-15T22:51:08.490638,7
U0066,A0031,2026-02-14T22:51:08.490640,6
U0066,A0098,2026-04-05T22:51:08.490643,7
U0066,A0094,2026-02-20T22:51:08.490645,7
U0067,A0023,2026-04-10T22:51:08.491019,7
U0067,A0015,2026-03-31T22:51:08.491024,7
U0067,A0007,2026-04-27T22:51:08.491027,6
U0068,A0006,2026-04-24T22:51:08.491402,7
U0068,A0085,2026-03-22T22:51:08.491405,7
U0068,A0029,2026-02-08T22:51:08.491407,6
U0068,A0095,2026-03-31T22:51:08.491410,7
U0068,A0038,2026-02-13T22:51:08.491412,7
U0069,A0094,2026-03-25T22:51:08.491782,7
U0069,A0019,2026-04-20T22:51:08.491785,7
U0069,A0024,2026-05-03T22:51:08.491787,7
U0069,A0022,2026-04-24T22:51:08.491790,7
U0069,A0031,2026-04-09T22:51:08.491792,6
U0069,A0083,2026-04-14T22:51:08.491794,5
U0069,A0060,2026-02-08T22:51:08.491797,5
U0069,A0087,2026-02-28T22:51:08.491799,5
U0069,A0051,2026-04-13T22:51:08.491801,5
U0069,A0014,2026-04-08T22:51:08.491803,5
U0069,A0036,2026-04-05T22:51:08.491806,5
U0069,A0003,2026-02-15T22:51:08.491808,5
U0069,A0055,2026-04-14T22:51:08.491810,5
U0069,A0045,2026-04-21T22:51:08.491812,5
U0070,A0019,2026-04-17T22:51:08.492293,8
U0070,A0001,2026-04-19T22:51:08.492296,7
U0070,A0040,2026-03-23T22:51:08.492298,8
U0070,A0018,2026-03-20T22:51:08.492300,7
U0070,A0052,2026-02-14T22:51:08.492303,7
U0070,A0098,2026-02-16T22:51:08.492306,8
U0070,A0062,2026-03-09T22:51:08.492308,5
U0070,A0031,2026-03-03T22:51:08.492310,5
U0070,A0086,2026-04-16T22:51:08.492313,5
U0070,A0094,2026-03-24T22:51:08.492315,5
U0070,A0058,2026-03-10T22:51:08.492317,6
U0070,A0084,2026-04-11T22:51:08.492322,5
U0070,A0060,2026-04-10T22:51:08.492326,5
U0070,A0003,2026-04-10T22:51:08.492328,5
U0070,A0025,2026-04-18T22:51:08.492331,5
U0070,A0068,2026-02-15T22:51:08.492334,7
U0070,A0095,2026-05-02T22:51:08.492337,5
U0070,A0013,2026-03-22T22:51:08.492339,5
U0070,A0055,2026-04-03T22:51:08.492342,5
U0070,A0070,2026-04-06T22:51:08.492345,5
U0070,A0063,2026-02-11T22:51:08.492347,5
U0070,A0044,2026-02-10T22:51:08.492349,5
U0071,A0060,2026-03-30T22:51:08.492832,7
U0071,A0044,2026-04-07T22:51:08.492835,7
U0072,A0068,2026-05-03T22:51:08.493234,7
U0072,A0001,2026-02-20T22:51:08.493237,7
U0072,A0018,2026-04-11T22:51:08.493239,7
U0072,A0040,2026-04-11T22:51:08.493242,7
U0072,A0055,2026-02-28T22:51:08.493244,6
U0072,A0095,2026-02-24T22:51:08.493246,6
U0072,A0057,2026-03-29T22:51:08.493248,5
U0072,A0006,2026-02-14T22:51:08.493251,5
U0072,A0086,2026-02-27T22:51:08.493253,5
U0072,A0044,2026-03-06T22:51:08.493255,5
U0072,A0098,2026-03-30T22:51:08.493258,5
U0072,A0085,2026-03-24T22:51:08.493260,5
U0073,A0002,2026-03-15T22:51:08.493670,5
U0073,A0003,2026-03-01T22:51:08.493673,5
U0073,A0063,2026-04-15T22:51:08.493676,5
U0073,A0058,2026-04-10T22:51:08.493678,6
U0073,A0060,2026-04-18T22:51:08.493680,5
U0073,A0009,2026-04-30T22:51:08.493682,5
U0073,A0098,2026-04-01T22:51:08.493685,5
U0073,A0067,2026-03-24T22:51:08.493687,5
U0073,A0020,2026-03-29T22:51:08.493689,4
U0073,A0062,2026-03-12T22:51:08.493692,5
U0074,A0043,2026-02-20T22:51:08.494086,8
U0074,A0065,2026-02-12T22:51:08.494089,7
U0074,A0069,2026-04-14T22:51:08.494092,7
U0074,A0021,2026-04-03T22:51:08.494094,7
U0074,A0028,2026-04-16T22:51:08.494096,7
U0075,A0087,2026-04-20T22:51:08.494482,8
U0075,A0093,2026-02-13T22:51:08.494484,8
U0075,A0067,2026-04-22T22:51:08.494487,7
U0075,A0083,2026-03-22T22:51:08.494489,7
U0075,A0051,2026-04-03T22:51:08.494491,7
U0075,A0026,2026-05-03T22:51:08.494494,5
U0075,A0099,2026-03-18T22:51:08.494496,5
U0075,A0073,2026-03-01T22:51:08.494498,5
U0075,A0019,2026-02-12T22:51:08.494500,5
U0075,A0063,2026-04-07T22:51:08.494503,5
U0075,A0072,2026-03-25T22:51:08.494505,5
U0075,A0008,2026-03-02T22:51:08.494507,5
U0075,A0062,2026-04-14T22:51:08.494510,5
U0075,A0010,2026-03-31T22:51:08.494512,5
U0075,A0092,2026-04-03T22:51:08.494514,5
U0075,A0025,2026-03-20T22:51:08.494516,5
U0075,A0053,2026-02-21T22:51:08.494519,6
U0075,A0024,2026-03-11T22:51:08.494521,6
U0075,A0009,2026-04-23T22:51:08.494523,5
U0075,A0080,2026-03-02T22:51:08.494525,5
U0075,A0095,2026-03-12T22:51:08.494528,5
U0075,A0098,2026-02-24T22:51:08.494530,5
U0075,A0065,2026-04-12T22:51:08.494532,4
U0075,A0044,2026-04-13T22:51:08.494534,4
U0075,A0042,2026-03-24T22:51:08.494536,4
U0075,A0002,2026-04-21T22:51:08.494539,5
U0076,A0063,2026-04-25T22:51:08.495050,8
U0076,A0060,2026-03-09T22:51:08.495052,8
U0076,A0009,2026-02-13T22:51:08.495055,7
U0076,A0025,2026-02-04T22:51:08.495057,7
U0077,A0046,2026-03-11T22:51:08.495450,8
U0077,A0024,2026-02-04T22:51:08.495453,7
U0077,A0022,2026-04-16T22:51:08.495455,7
